cohorte,seguimiento,codigo_programa,codigo_ies,area,modalidad,virtual,acreditado,ies_acreditada,graduados,cotizantes,tasa
2018,2019,1,1101,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Presencial,0,,,80,42,0.525
2018,2019,2,1101,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Presencial,0,,,57,23,0.403509
2018,2019,3,1101,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Presencial,0,,,33,14,0.424242
2018,2019,4,1101,Arte Y Humanidades,Presencial,0,,,49,16,0.326531
2018,2019,5,1101,Arte Y Humanidades,Presencial,0,,,61,17,0.278689
2018,2019,6,1101,Arte Y Humanidades,Presencial,0,,,44,9,0.204545
2018,2019,7,1101,Salud Y Bienestar,Presencial,0,,,92,57,0.619565
2018,2019,8,1101,Salud Y Bienestar,Presencial,0,,,32,15,0.46875
2018,2019,9,1101,Salud Y Bienestar,Presencial,0,,,183,86,0.469945
2018,2019,10,1101,Salud Y Bienestar,Presencial,0,,,57,27,0.473684
2018,2019,11,1101,Salud Y Bienestar,Presencial,0,,,91,21,0.230769
2018,2019,12,1101,Salud Y Bienestar,Presencial,0,,,27,7,0.259259
2018,2019,13,1101,Arte Y Humanidades,Presencial,0,,,70,25,0.357143
2018,2019,14,1101,"Ciencias Sociales, Periodismo E Informacion",Presencial,0,,,114,41,0.359649
2018,2019,15,1101,"Ciencias Sociales, Periodismo E Informacion",Presencial,0,,,54,13,0.240741
2018,2019,16,1101,"Ciencias Sociales, Periodismo E Informacion",Presencial,0,,,69,12,0.173913
2018,2019,17,1101,Administracion De Empresas Y Derecho,Presencial,0,,,163,44,0.269939
2018,2019,18,1101,"Ciencias Sociales, Periodismo E Informacion",Presencial,0,,,151,90,0.596026
2018,2019,19,1101,Administracion De Empresas Y Derecho,Presencial,0,,,122,79,0.647541
2018,2019,20,1101,Arte Y Humanidades,Presencial,0,,,60,20,0.333333
2018,2019,21,1101,Arte Y Humanidades,Presencial,0,,,29,13,0.448276
2018,2019,22,1101,Arte Y Humanidades,Presencial,0,,,39,17,0.435897
2018,2019,23,1101,Arte Y Humanidades,Presencial,0,,,97,50,0.515464
2018,2019,24,1101,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Presencial,0,,,34,18,0.529412
2018,2019,25,1101,"Ingenieria, Industria Y Construccion",Presencial,0,,,157,84,0.535032
2018,2019,26,1101,Tecnologias De La Informacion Y La Comunicacion (Tic),Presencial,0,,,98,62,0.632653
2018,2019,27,1101,"Ingenieria, Industria Y Construccion",Presencial,0,,,77,46,0.597403
2018,2019,28,1101,"Ingenieria, Industria Y Construccion",Presencial,0,,,88,61,0.693182
2018,2019,29,1101,"Ingenieria, Industria Y Construccion",Presencial,0,,,141,97,0.687943
2018,2019,30,1101,"Ingenieria, Industria Y Construccion",Presencial,0,,,67,26,0.38806
2018,2019,31,1101,"Ciencias Naturales, Matematicas Y Estadistica",Presencial,0,,,103,43,0.417476
2018,2019,32,1101,"Ciencias Naturales, Matematicas Y Estadistica",Presencial,0,,,44,34,0.772727
2018,2019,33,1101,"Ciencias Naturales, Matematicas Y Estadistica",Presencial,0,,,44,16,0.363636
2018,2019,34,1101,"Ciencias Naturales, Matematicas Y Estadistica",Presencial,0,,,69,16,0.231884
2018,2019,35,1101,"Ciencias Naturales, Matematicas Y Estadistica",Presencial,0,,,39,12,0.307692
2018,2019,36,1101,"Ciencias Naturales, Matematicas Y Estadistica",Presencial,0,,,54,28,0.518519
2018,2019,37,1101,"Ciencias Naturales, Matematicas Y Estadistica",Presencial,0,,,96,62,0.645833
2018,2019,2497,1101,Arte Y Humanidades,Presencial,0,,,58,16,0.275862
2018,2019,3100,1101,Arte Y Humanidades,Presencial,0,,,7,1,0.142857
2018,2019,3101,1101,Arte Y Humanidades,Presencial,0,,,35,6,0.171429
2018,2019,3102,1101,Salud Y Bienestar,Presencial,0,,,16,6,0.375
2018,2019,3103,1101,"Ciencias Sociales, Periodismo E Informacion",Presencial,0,,,43,13,0.302326
2018,2019,3140,1101,"Ciencias Sociales, Periodismo E Informacion",Presencial,0,,,112,23,0.205357
2018,2019,16895,1101,Administracion De Empresas Y Derecho,Presencial,0,,,78,61,0.782051
2018,2019,16938,1101,Arte Y Humanidades,Presencial,0,,,35,11,0.314286
2018,2019,16939,1101,"Ingenieria, Industria Y Construccion",Presencial,0,,,53,30,0.566038
2018,2019,16940,1101,"Ingenieria, Industria Y Construccion",Presencial,0,,,67,39,0.58209
2018,2019,16941,1101,"Ingenieria, Industria Y Construccion",Presencial,0,,,66,42,0.636364
2018,2019,54036,1101,Arte Y Humanidades,Presencial,0,,,28,10,0.357143
2018,2019,113,1102,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Presencial,0,,,28,18,0.642857
2018,2019,114,1102,"Ciencias Sociales, Periodismo E Informacion",Presencial,0,,,27,19,0.703704
2018,2019,115,1102,"Ciencias Sociales, Periodismo E Informacion",Presencial,0,,,18,7,0.388889
2018,2019,116,1102,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Presencial,0,,,21,12,0.571429
2018,2019,117,1102,"Ingenieria, Industria Y Construccion",Presencial,0,,,132,74,0.560606
2018,2019,118,1102,"Ingenieria, Industria Y Construccion",Presencial,0,,,56,30,0.535714
2018,2019,119,1102,"Ingenieria, Industria Y Construccion",Presencial,0,,,67,32,0.477612
2018,2019,120,1102,"Ingenieria, Industria Y Construccion",Presencial,0,,,40,31,0.775
2018,2019,121,1102,"Ingenieria, Industria Y Construccion",Presencial,0,,,78,61,0.782051
2018,2019,122,1102,"Ingenieria, Industria Y Construccion",Presencial,0,,,76,48,0.631579
2018,2019,123,1102,"Ingenieria, Industria Y Construccion",Presencial,0,,,59,31,0.525424
2018,2019,124,1102,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Presencial,0,,,47,24,0.510638
2018,2019,125,1102,Administracion De Empresas Y Derecho,Presencial,0,,,109,80,0.733945
2018,2019,126,1102,"Ingenieria, Industria Y Construccion",Presencial,0,,,49,29,0.591837
2018,2019,127,1102,"Ingenieria, Industria Y Construccion",Presencial,0,,,92,41,0.445652
2018,2019,128,1102,"Ingenieria, Industria Y Construccion",Presencial,0,,,43,26,0.604651
2018,2019,129,1102,"Ciencias Naturales, Matematicas Y Estadistica",Presencial,0,,,15,5,0.333333
2018,2019,16919,1102,Arte Y Humanidades,Presencial,0,,,29,5,0.172414
2018,2019,16920,1102,"Ciencias Naturales, Matematicas Y Estadistica",Presencial,0,,,22,18,0.818182
2018,2019,16921,1102,"Ciencias Naturales, Matematicas Y Estadistica",Presencial,0,,,48,22,0.458333
2018,2019,16922,1102,"Ingenieria, Industria Y Construccion",Presencial,0,,,34,28,0.823529
2018,2019,16923,1102,"Ingenieria, Industria Y Construccion",Presencial,0,,,37,22,0.594595
2018,2019,16924,1102,"Ciencias Sociales, Periodismo E Informacion",Presencial,0,,,42,15,0.357143
2018,2019,16925,1102,"Ingenieria, Industria Y Construccion",Presencial,0,,,42,37,0.880952
2018,2019,16926,1102,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Presencial,0,,,34,18,0.529412
2018,2019,55189,1102,"Ingenieria, Industria Y Construccion",Presencial,0,,,34,15,0.441176
2018,2019,4120,1103,Administracion De Empresas Y Derecho,Presencial,0,,,81,41,0.506173
2018,2019,4121,1103,"Ingenieria, Industria Y Construccion",Presencial,0,,,89,30,0.337079
2018,2019,4122,1103,"Ingenieria, Industria Y Construccion",Presencial,0,,,86,57,0.662791
2018,2019,4123,1103,"Ingenieria, Industria Y Construccion",Presencial,0,,,60,35,0.583333
2018,2019,4124,1103,"Ingenieria, Industria Y Construccion",Presencial,0,,,70,32,0.457143
2018,2019,4125,1103,"Ingenieria, Industria Y Construccion",Presencial,0,,,53,28,0.528302
2018,2019,4126,1103,"Ingenieria, Industria Y Construccion",Presencial,0,,,60,32,0.533333
2018,2019,16911,1103,Administracion De Empresas Y Derecho,Presencial,0,,,60,34,0.566667
2018,2019,16912,1103,Administracion De Empresas Y Derecho,Presencial,0,,,38,29,0.763158
2018,2019,16914,1103,Administracion De Empresas Y Derecho,Presencial,0,,,14,4,0.285714
2018,2019,16915,1103,"Ingenieria, Industria Y Construccion",Presencial,0,,,32,9,0.28125
2018,2019,16916,1103,"Ciencias Naturales, Matematicas Y Estadistica",Presencial,0,,,12,5,0.416667
2018,2019,143,1104,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Presencial,0,,,54,19,0.351852
2018,2019,144,1104,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Presencial,0,,,49,27,0.55102
2018,2019,3104,1104,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Presencial,0,,,119,65,0.546218
2018,2019,16902,1104,Administracion De Empresas Y Derecho,Presencial,0,,,68,40,0.588235
2018,2019,16903,1104,Arte Y Humanidades,Presencial,0,,,36,21,0.583333
2018,2019,16904,1104,"Ingenieria, Industria Y Construccion",Presencial,0,,,61,43,0.704918
2018,2019,16905,1104,"Ingenieria, Industria Y Construccion",Presencial,0,,,116,54,0.465517
2018,2019,146,1105,Educacion,Presencial,0,,,67,34,0.507463
2018,2019,147,1105,Educacion,Presencial,0,,,28,20,0.714286
2018,2019,149,1105,Educacion,Presencial,0,,,49,28,0.571429
2018,2019,150,1105,Educacion,Presencial,0,,,36,17,0.472222
2018,2019,151,1105,Educacion,Presencial,0,,,101,46,0.455446
2018,2019,153,1105,Educacion,Presencial,0,,,1,1,1.0
2018,2019,155,1105,Educacion,Presencial,0,,,19,15,0.789474
2018,2019,156,1105,Educacion,Presencial,0,,,37,29,0.783784
2018,2019,157,1105,Educacion,Presencial,0,,,29,24,0.827586
2018,2019,158,1105,Educacion,Presencial,0,,,42,32,0.761905
2018,2019,159,1105,Educacion,Presencial,0,,,72,38,0.527778
2018,2019,10401,1105,Educacion,Presencial,0,,,59,34,0.576271
2018,2019,10922,1105,Educacion,Presencial,0,,,24,8,0.333333
2018,2019,19086,1105,Educacion,Presencial,0,,,2,0,0.0
2018,2019,51667,1105,Educacion,Presencial,0,,,2,1,0.5
2018,2019,51668,1105,Educacion,Presencial,0,,,1,1,1.0
2018,2019,52067,1105,Educacion,Presencial,0,,,6,2,0.333333
2018,2019,52187,1105,Educacion,Presencial,0,,,55,28,0.509091
2018,2019,52199,1105,Educacion,Presencial,0,,,31,5,0.16129
2018,2019,52207,1105,Educacion,Presencial,0,,,36,8,0.222222
2018,2019,53718,1105,Educacion,Presencial,0,,,31,20,0.645161
2018,2019,102863,1105,Educacion,Presencial,0,,,19,8,0.421053
2018,2019,106105,1105,Educacion,Presencial,0,,,2,2,1.0
2018,2019,106213,1105,Educacion,Presencial,0,,,3,44,14.666667
2018,2019,106232,1105,Educacion,Presencial,0,,,7,45,6.428571
2018,2019,106351,1105,Educacion,Presencial,0,,,3,38,12.666667
2018,2019,175,1106,Educacion,Presencial,0,,,19,6,0.315789
2018,2019,176,1106,Educacion,Presencial,0,,,21,3,0.142857
2018,2019,177,1106,Educacion,Presencial,0,,,78,18,0.230769
2018,2019,178,1106,Educacion,Presencial,0,,,70,14,0.2
2018,2019,180,1106,Educacion,Presencial,0,,,59,11,0.186441
2018,2019,181,1106,Educacion,Presencial,0,,,44,11,0.25
2018,2019,182,1106,Educacion,Presencial,0,,,67,36,0.537313
2018,2019,188,1106,Salud Y Bienestar,Presencial,0,,,33,24,0.727273
2018,2019,189,1106,"Ciencias Sociales, Periodismo E Informacion",Presencial,0,,,118,23,0.194915
2018,2019,190,1106,Administracion De Empresas Y Derecho,Presencial,0,,,93,25,0.268817
2018,2019,191,1106,"Ingenieria, Industria Y Construccion",Presencial,0,,,78,31,0.397436
2018,2019,192,1106,"Ingenieria, Industria Y Construccion",Presencial,0,,,64,21,0.328125
2018,2019,193,1106,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Presencial,0,,,67,31,0.462687
2018,2019,2633,1106,"Ingenieria, Industria Y Construccion",Presencial,0,,,96,29,0.302083
2018,2019,2683,1106,Salud Y Bienestar,Presencial,0,,,64,39,0.609375
2018,2019,2759,1106,Educacion,Presencial,0,,,4,1,0.25
2018,2019,2760,1106,Tecnologias De La Informacion Y La Comunicacion (Tic),Presencial,0,,,32,7,0.21875
2018,2019,2761,1106,"Ciencias Naturales, Matematicas Y Estadistica",Presencial,0,,,44,11,0.25
2018,2019,2762,1106,"Ciencias Naturales, Matematicas Y Estadistica",Presencial,0,,,15,8,0.533333
2018,2019,2821,1106,"Ciencias Sociales, Periodismo E Informacion",Presencial,0,,,63,9,0.142857
2018,2019,3961,1106,Educacion,Presencial,0,,,53,16,0.301887
2018,2019,4338,1106,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Presencial,0,,,45,17,0.377778
2018,2019,10462,1106,Educacion,Presencial,0,,,49,13,0.265306
2018,2019,10463,1106,Educacion,Presencial,0,,,16,3,0.1875
2018,2019,10464,1106,Educacion,Presencial,0,,,33,19,0.575758
2018,2019,52322,1106,"Ciencias Naturales, Matematicas Y Estadistica",Presencial,0,,,9,6,0.666667
2018,2019,52767,1106,Administracion De Empresas Y Derecho,Presencial,0,,,68,11,0.161765
2018,2019,54415,1106,"Ingenieria, Industria Y Construccion",Presencial,0,,,59,6,0.101695
2018,2019,54673,1106,Tecnologias De La Informacion Y La Comunicacion (Tic),Presencial,0,,,40,8,0.2
2018,2019,55165,1106,"Ciencias Naturales, Matematicas Y Estadistica",Presencial,0,,,50,20,0.4
2018,2019,90372,1106,Educacion,Presencial,0,,,53,9,0.169811
2018,2019,90387,1106,"Ingenieria, Industria Y Construccion",Presencial,0,,,2,1,0.5
2018,2019,90410,1106,"Ingenieria, Industria Y Construccion",Presencial,0,,,8,2,0.25
2018,2019,90722,1106,Administracion De Empresas Y Derecho,Presencial,0,,,46,7,0.152174
2018,2019,91351,1106,Educacion,Presencial,0,,,13,4,0.307692
2018,2019,103671,1106,Administracion De Empresas Y Derecho,Virtual,1,,,216,51,0.236111
2018,2019,103672,1106,Administracion De Empresas Y Derecho,Virtual,1,,,54,28,0.518519
2018,2019,103675,1106,Administracion De Empresas Y Derecho,Virtual,1,,,70,41,0.585714
2018,2019,103676,1106,Administracion De Empresas Y Derecho,Virtual,1,,,39,4,0.102564
2018,2019,103677,1106,Administracion De Empresas Y Derecho,Virtual,1,,,164,33,0.20122
2018,2019,103678,1106,Administracion De Empresas Y Derecho,Virtual,1,,,70,43,0.614286
2018,2019,104809,1106,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Virtual,1,,,10,1,0.1
2018,2019,104811,1106,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Virtual,1,,,8,6,0.75
2018,2019,208,1107,Educacion,Presencial,0,,,4,2,0.5
2018,2019,210,1107,Administracion De Empresas Y Derecho,Presencial,0,,,37,8,0.216216
2018,2019,212,1107,Administracion De Empresas Y Derecho,Presencial,0,,,33,4,0.121212
2018,2019,213,1107,"Ingenieria, Industria Y Construccion",Presencial,0,,,44,16,0.363636
2018,2019,3778,1107,Arte Y Humanidades,Presencial,0,,,55,7,0.127273
2018,2019,19085,1107,Educacion,Presencial,0,,,21,7,0.333333
2018,2019,53902,1107,Administracion De Empresas Y Derecho,Presencial,0,,,44,17,0.386364
2018,2019,91396,1107,Educacion,Presencial,0,,,28,6,0.214286
2018,2019,215,1108,"Ingenieria, Industria Y Construccion",Presencial,0,,,75,23,0.306667
2018,2019,216,1108,"Ingenieria, Industria Y Construccion",Presencial,0,,,22,9,0.409091
2018,2019,217,1108,"Ingenieria, Industria Y Construccion",Presencial,0,,,52,14,0.269231
2018,2019,218,1108,"Ingenieria, Industria Y Construccion",Presencial,0,,,68,17,0.25
2018,2019,4925,1108,Administracion De Empresas Y Derecho,Presencial,0,,,43,8,0.186047
2018,2019,53631,1108,Administracion De Empresas Y Derecho,Presencial,0,,,59,19,0.322034
2018,2019,54660,1108,"Ingenieria, Industria Y Construccion",Presencial,0,,,16,7,0.4375
2018,2019,4687,1109,Administracion De Empresas Y Derecho,Presencial,0,,,52,11,0.211538
2018,2019,4688,1109,Administracion De Empresas Y Derecho,Presencial,0,,,35,4,0.114286
2018,2019,222,1110,"Ingenieria, Industria Y Construccion",Presencial,0,,,18,6,0.333333
2018,2019,223,1110,Tecnologias De La Informacion Y La Comunicacion (Tic),Presencial,0,,,5,0,0.0
2018,2019,224,1110,Arte Y Humanidades,Presencial,0,,,9,2,0.222222
2018,2019,225,1110,Educacion,Presencial,0,,,9,5,0.555556
2018,2019,229,1110,Educacion,Presencial,0,,,7,3,0.428571
2018,2019,230,1110,Salud Y Bienestar,Presencial,0,,,30,16,0.533333
2018,2019,232,1110,"Ciencias Sociales, Periodismo E Informacion",Presencial,0,,,15,2,0.133333
2018,2019,233,1110,Administracion De Empresas Y Derecho,Presencial,0,,,135,36,0.266667
2018,2019,234,1110,Administracion De Empresas Y Derecho,Presencial,0,,,57,22,0.385965
2018,2019,235,1110,Administracion De Empresas Y Derecho,Presencial,0,,,82,46,0.560976
2018,2019,236,1110,"Ingenieria, Industria Y Construccion",Presencial,0,,,74,40,0.540541
2018,2019,238,1110,"Ingenieria, Industria Y Construccion",Presencial,0,,,36,27,0.75
2018,2019,2130,1110,"Ciencias Naturales, Matematicas Y Estadistica",Presencial,0,,,17,8,0.470588
2018,2019,3048,1110,"Ciencias Naturales, Matematicas Y Estadistica",Presencial,0,,,22,9,0.409091
2018,2019,3636,1110,"Ingenieria, Industria Y Construccion",Presencial,0,,,28,8,0.285714
2018,2019,3833,1110,"Ingenieria, Industria Y Construccion",Presencial,0,,,31,11,0.354839
2018,2019,3965,1110,Educacion,Presencial,0,,,37,14,0.378378
2018,2019,4010,1110,"Ciencias Naturales, Matematicas Y Estadistica",Presencial,0,,,5,4,0.8
2018,2019,4080,1110,"Ciencias Sociales, Periodismo E Informacion",Presencial,0,,,30,7,0.233333
2018,2019,4493,1110,"Ciencias Sociales, Periodismo E Informacion",Presencial,0,,,12,3,0.25
2018,2019,4963,1110,Arte Y Humanidades,Presencial,0,,,26,7,0.269231
2018,2019,5268,1110,Salud Y Bienestar,Presencial,0,,,63,21,0.333333
2018,2019,5269,1110,Salud Y Bienestar,Presencial,0,,,74,24,0.324324
2018,2019,7171,1110,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Presencial,0,,,31,9,0.290323
2018,2019,7519,1110,"Ingenieria, Industria Y Construccion",Presencial,0,,,24,9,0.375
2018,2019,7520,1110,"Ingenieria, Industria Y Construccion",Presencial,0,,,34,26,0.764706
2018,2019,8170,1110,"Ciencias Sociales, Periodismo E Informacion",Presencial,0,,,21,8,0.380952
2018,2019,8441,1110,"Ciencias Sociales, Periodismo E Informacion",Presencial,0,,,21,10,0.47619
2018,2019,8704,1110,"Ingenieria, Industria Y Construccion",Presencial,0,,,32,9,0.28125
2018,2019,9833,1110,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Presencial,0,,,14,9,0.642857
2018,2019,11967,1110,Arte Y Humanidades,Presencial,0,,,8,3,0.375
2018,2019,12101,1110,Educacion,Presencial,0,,,31,5,0.16129
2018,2019,12102,1110,Educacion,Presencial,0,,,29,14,0.482759
2018,2019,13062,1110,"Ciencias Sociales, Periodismo E Informacion",Presencial,0,,,10,1,0.1
2018,2019,13153,1110,Educacion,Presencial,0,,,37,21,0.567568
2018,2019,13418,1110,Educacion,Presencial,0,,,23,8,0.347826
2018,2019,15444,1110,Educacion,Presencial,0,,,3,0,0.0
2018,2019,18679,1110,Administracion De Empresas Y Derecho,Presencial,0,,,7,1,0.142857
2018,2019,54801,1110,Arte Y Humanidades,Presencial,0,,,6,0,0.0
2018,2019,55202,1110,Salud Y Bienestar,Presencial,0,,,69,41,0.594203
2018,2019,102181,1110,Educacion,Presencial,0,,,17,11,0.647059
2018,2019,102182,1110,Administracion De Empresas Y Derecho,Presencial,0,,,3,0,0.0
2018,2019,106545,1110,Educacion,Presencial,0,,,5,0,0.0
2018,2019,106574,1110,Educacion,Presencial,0,,,22,9,0.409091
2018,2019,106575,1110,Educacion,Presencial,0,,,8,2,0.25
2018,2019,106604,1110,Educacion,Presencial,0,,,6,3,0.5
2018,2019,257,1111,"Ingenieria, Industria Y Construccion",Presencial,0,,,70,41,0.585714
2018,2019,258,1111,"Ingenieria, Industria Y Construccion",Presencial,0,,,34,19,0.558824
2018,2019,260,1111,"Ingenieria, Industria Y Construccion",Presencial,0,,,27,10,0.37037
2018,2019,263,1111,Educacion,Presencial,0,,,26,11,0.423077
2018,2019,265,1111,Educacion,Presencial,0,,,3,3,1.0
2018,2019,266,1111,Educacion,Presencial,0,,,15,13,0.866667
2018,2019,267,1111,Salud Y Bienestar,Presencial,0,,,110,76,0.690909
2018,2019,268,1111,Salud Y Bienestar,Presencial,0,,,49,20,0.408163
2018,2019,269,1111,Tecnologias De La Informacion Y La Comunicacion (Tic),Presencial,0,,,106,67,0.632075
2018,2019,270,1111,"Ingenieria, Industria Y Construccion",Presencial,0,,,114,98,0.859649
2018,2019,271,1111,"Ingenieria, Industria Y Construccion",Presencial,0,,,238,164,0.689076
2018,2019,272,1111,"Ingenieria, Industria Y Construccion",Presencial,0,,,107,75,0.700935
2018,2019,3098,1111,Educacion,Presencial,0,,,42,21,0.5
2018,2019,4093,1111,"Ingenieria, Industria Y Construccion",Presencial,0,,,32,15,0.46875
2018,2019,4099,1111,Educacion,Presencial,0,,,188,109,0.579787
2018,2019,7943,1111,"Ciencias Naturales, Matematicas Y Estadistica",Presencial,0,,,43,29,0.674419
2018,2019,10264,1111,Educacion,Presencial,0,,,11,5,0.454545
2018,2019,12019,1111,Administracion De Empresas Y Derecho,Presencial,0,,,32,21,0.65625
2018,2019,12145,1111,Educacion,Presencial,0,,,36,12,0.333333
2018,2019,13090,1111,"Ingenieria, Industria Y Construccion",Presencial,0,,,28,20,0.714286
2018,2019,16249,1111,Educacion,Presencial,0,,,72,41,0.569444
2018,2019,19385,1111,Educacion,Presencial,0,,,78,27,0.346154
2018,2019,20484,1111,Educacion,Presencial,0,,,42,0,0.0
2018,2019,51796,1111,Educacion,Presencial,0,,,1,1,1.0
2018,2019,52680,1111,"Ingenieria, Industria Y Construccion",Presencial,0,,,54,27,0.5
2018,2019,52681,1111,"Ingenieria, Industria Y Construccion",Presencial,0,,,41,5,0.121951
2018,2019,52682,1111,"Ingenieria, Industria Y Construccion",Presencial,0,,,45,11,0.244444
2018,2019,52722,1111,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Presencial,0,,,83,37,0.445783
2018,2019,53119,1111,Salud Y Bienestar,Presencial,0,,,39,23,0.589744
2018,2019,53293,1111,"Ingenieria, Industria Y Construccion",Presencial,0,,,2,1,0.5
2018,2019,53648,1111,Administracion De Empresas Y Derecho,Presencial,0,,,1,0,0.0
2018,2019,53649,1111,Servicios,Presencial,0,,,54,20,0.37037
2018,2019,53650,1111,Administracion De Empresas Y Derecho,Presencial,0,,,11,6,0.545455
2018,2019,54224,1111,Educacion,Presencial,0,,,39,35,0.897436
2018,2019,54255,1111,"Ingenieria, Industria Y Construccion",Presencial,0,,,49,18,0.367347
2018,2019,101906,1111,Educacion,Presencial,0,,,4,2,0.5
2018,2019,105066,1111,Administracion De Empresas Y Derecho,Presencial,0,,,84,28,0.333333
2018,2019,106062,1111,Educacion,Presencial,0,,,51,66,1.294118
2018,2019,281,1112,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Presencial,0,,,73,40,0.547945
2018,2019,282,1112,Arte Y Humanidades,Presencial,0,,,18,2,0.111111
2018,2019,283,1112,Arte Y Humanidades,Presencial,0,,,28,11,0.392857
2018,2019,284,1112,Educacion,Presencial,0,,,15,5,0.333333
2018,2019,288,1112,Educacion,Presencial,0,,,74,44,0.594595
2018,2019,289,1112,Educacion,Presencial,0,,,39,24,0.615385
2018,2019,290,1112,Salud Y Bienestar,Presencial,0,,,80,61,0.7625
2018,2019,291,1112,Salud Y Bienestar,Presencial,0,,,48,28,0.583333
2018,2019,292,1112,"Ciencias Sociales, Periodismo E Informacion",Presencial,0,,,84,37,0.440476
2018,2019,293,1112,"Ciencias Sociales, Periodismo E Informacion",Presencial,0,,,36,16,0.444444
2018,2019,294,1112,Administracion De Empresas Y Derecho,Presencial,0,,,115,55,0.478261
2018,2019,295,1112,Arte Y Humanidades,Presencial,0,,,23,13,0.565217
2018,2019,296,1112,"Ciencias Naturales, Matematicas Y Estadistica",Presencial,0,,,78,29,0.371795
2018,2019,2971,1112,"Ingenieria, Industria Y Construccion",Presencial,0,,,73,48,0.657534
2018,2019,9689,1112,"Ciencias Sociales, Periodismo E Informacion",Presencial,0,,,26,11,0.423077
2018,2019,11203,1112,"Ciencias Naturales, Matematicas Y Estadistica",Presencial,0,,,56,14,0.25
2018,2019,11268,1112,Tecnologias De La Informacion Y La Comunicacion (Tic),Presencial,0,,,32,28,0.875
2018,2019,13218,1112,Educacion,Presencial,0,,,27,15,0.555556
2018,2019,13219,1112,Educacion,Presencial,0,,,89,40,0.449438
2018,2019,13220,1112,Educacion,Presencial,0,,,13,6,0.461538
2018,2019,13221,1112,Educacion,Presencial,0,,,56,30,0.535714
2018,2019,15538,1112,Arte Y Humanidades,Presencial,0,,,25,13,0.52
2018,2019,52088,1112,"Ciencias Sociales, Periodismo E Informacion",Presencial,0,,,19,6,0.315789
2018,2019,54796,1112,Administracion De Empresas Y Derecho,Presencial,0,,,21,7,0.333333
2018,2019,54797,1112,"Ingenieria, Industria Y Construccion",Presencial,0,,,39,4,0.102564
2018,2019,90428,1112,"Ingenieria, Industria Y Construccion",Presencial,0,,,101,78,0.772277
2018,2019,91127,1112,Arte Y Humanidades,Presencial,0,,,21,9,0.428571
2018,2019,101284,1112,"Ciencias Sociales, Periodismo E Informacion",Presencial,0,,,12,8,0.666667
2018,2019,101663,1112,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Presencial,0,,,70,51,0.728571
2018,2019,102501,1112,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Presencial,0,,,99,17,0.171717
2018,2019,102682,1112,Administracion De Empresas Y Derecho,Presencial,0,,,77,52,0.675325
2018,2019,104641,1112,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Presencial,0,,,120,10,0.083333
2018,2019,104642,1112,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Presencial,0,,,40,12,0.3
2018,2019,104644,1112,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Presencial,0,,,36,10,0.277778
2018,2019,105128,1112,Educacion,Presencial,0,,,7,3,0.428571
2018,2019,106596,1112,Educacion,Presencial,0,,,1,0,0.0
2018,2019,320,1113,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Presencial,0,,,67,22,0.328358
2018,2019,321,1113,Educacion,Presencial,0,,,37,12,0.324324
2018,2019,325,1113,Salud Y Bienestar,Presencial,0,,,36,28,0.777778
2018,2019,326,1113,"Ingenieria, Industria Y Construccion",Presencial,0,,,19,12,0.631579
2018,2019,327,1113,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Presencial,0,,,64,24,0.375
2018,2019,3701,1113,Educacion,Presencial,0,,,61,15,0.245902
2018,2019,4863,1113,"Ciencias Sociales, Periodismo E Informacion",Presencial,0,,,22,6,0.272727
2018,2019,4981,1113,"Ciencias Naturales, Matematicas Y Estadistica",Presencial,0,,,38,19,0.5
2018,2019,5129,1113,"Agropecuario, Silvicultura, Pesca Y Veterinaria",Presencial,0,,,13,1,0.076923
2018,2019,6539,1113,"Ciencias Naturales, Matematicas Y Estadistica",Presencial,0,,,2,1,0.5
2018,2019,6544,1113,"Ingenieria, Industria Y Construccion",Presencial,0,,,76,45,0.592105
2018,2019,7822,1113,"Ciencias Naturales, Matematicas Y Estadistica",Presencial,0,,,60,20,0.333333
